10419,Kerapu Malabar,ikan_10419.webp,K
10423,Teri,ikan_10423.webp,K
10424,Julung-Julung Mulut Merah,ikan_10424.webp,K
10425,Julung-Julung,ikan_10425.png,K
10426,Rajanau,ikan_10426.webp,K
10427,Botana,ikan_10427.webp,K
10428,Kepe-kepe,ikan_10428.webp,K
10429,Botana,ikan_10429.webp,K
10430,Lele Laut,ikan_10430.webp,K
10431,Teri Merah,ikan_10431.webp,K
10432,Remang,ikan_10432.png,K
10433,Serinding,ikan_10433.webp,K
10434,Baronang Labirin,ikan_10434.webp,K
10437,Telur Ikan Terbang,ikan_10437.webp,K
10441,Kaneke,ikan_10441.webp,K
10443,Ikan Terbang,ikan_10443.webp,K
10444,Kerapu Sunu,ikan_10444.webp,K
10445,Kerapu,ikan_10445.webp,K
10446,Gulamah,ikan_10446.webp,K
10447,Gulamah,ikan_10447.webp,K
10448,Gulamah,ikan_10448.webp,K
10449,Gulamah,ikan_10449.webp,K
10450,Gumalah,ikan_10450.webp,K
10451,Bawal Pomfret,ikan_10451.webp,K
10452,Julung-Julung,ikan_10452.webp,K
10453,Ikan Gabus,ikan_10453.webp,K
10454,Ikan Cupang,ikan_10454.webp,K
10455,Silper,ikan_10455.webp,K
10456,Kerapu Api,ikan_10456.webp,K
10457,Tonang,ikan_10457.webp,K
10459,Anggoli,ikan_10459.webp,K
10460,Kambing,ikan_10460.webp,K
10461,Rajungan Mata Tiga,ikan_10461.webp,K
10462,Rajungan Biru,ikan_10462.webp,K
10463,Blue Crab,ikan_10463.webp,K
10465,Kerapu Bintik Hitam,ikan_10465.webp,K
10466,Kerapu Lumpur,ikan_10466.webp,K
10467,Kerapu Bintik Kuning,ikan_10467.webp,K
10470,Kakap Pasifik,ikan_10470.webp,K
10471,Kakap Bendera,ikan_10471.webp,K
10472,Kakap Merah,ikan_10472.webp,K
10473,Balimong Bencong,ikan_10473.webp,K
10474,Balimong Sulir,ikan_10474.webp,K
10475,Balimong Mata Besar,ikan_10475.webp,K
10476,Kerapu Lumpur,ikan_10476.webp,K
10477,Kerapu Minyak,ikan_10477.webp,K
10478,Kerapu Karet,ikan_10478.webp,K
10479,Ketambak,ikan_10479.webp,K
10480,Tambak Moncong,ikan_10480.webp,K
10481,Jangki,ikan_10481.webp,K
10482,Padi-Padi Hitam,ikan_10482.webp,K
10483,Padi-padi Putih,ikan_10483.webp,K
10485,Kaci-kaci,ikan_10485.webp,K
10486,Sisik Batu,ikan_10486.webp,K
10487,Kiper,ikan_10487.webp,K
10488,Kaci-Kaci SPP,ikan_10488.webp,K
10489,Layang SPP,ikan_10489.webp,K
20,Setuhuk Lain,ikan_20.webp,K
210,Kerapu Bebek,ikan_210.webp,K
285,Kerapu Bebek,ikan_285.webp,K
364,Teripang Patola,ikan_364.webp,K
407,Rajungan Angin,ikan_407.webp,K
9999,Ikan Lainnya,ikan_9999.png,K
10484,Kwe,ikan_10484.png,K
